"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","regulation"
"ILMN_1664614",0.399365253862671,11.4313898488691,4.4107791495863,0.0000199105663424268,0.0505089519349559,"UP"
"ILMN_1711786",-0.303561720739703,11.8915339988787,-4.2490977452735,0.0000381413360558504,0.0505089519349559,"DOWN"
"ILMN_1801633",0.337918510361536,9.31642528874284,4.18746857582954,0.0000486504424774114,0.0505089519349559,"UP"
"ILMN_1800573",0.636590206926078,6.8414079562037,4.13846683688607,0.0000591135336261022,0.0505089519349559,"UP"
"ILMN_1814156",0.322378765412539,8.40448515374661,4.12023200917372,0.0000632654823426972,0.0505089519349559,"UP"
"ILMN_1797731",0.333623712291507,9.95114304423756,3.84916489924742,0.000176942708686071,0.0740724018136908,"UP"
"ILMN_1788742",0.529347743758683,11.0606367082735,3.84981345743783,0.000177234708502448,0.0740724018136908,"UP"
"ILMN_2408039",0.300496520837576,7.62828910560539,3.81277547035456,0.000202371316828433,0.0740724018136908,"UP"
"ILMN_1688178",0.419964100004156,6.16798356257765,3.79894923098081,0.000212913227081179,0.0740724018136908,"UP"
"ILMN_1842582",0.414865189251047,7.25982452192501,3.78041575579347,0.000227863512320613,0.0740724018136908,"UP"
"ILMN_1721651",-0.423087182195318,7.25642924603073,-3.76650466619845,0.000239733426187416,0.0740724018136908,"DOWN"
"ILMN_2308849",-0.337505228019282,10.5607642105751,-3.7620547117172,0.000243652568491188,0.0740724018136908,"DOWN"
"ILMN_1813604",0.311993946559921,8.49098535093811,3.71243582906747,0.000291670192169459,0.0740724018136908,"UP"
"ILMN_1771060",0.531471169914543,9.58386317896631,3.69161787061275,0.000315616762601001,0.0740724018136908,"UP"
"ILMN_1737015",0.673753665244234,11.2178444602847,3.66538382138882,0.000347415969708772,0.0740724018136908,"UP"
"ILMN_1663605",-0.353265966051076,7.50578698166726,-3.65151641951268,0.000362897459131753,0.0740724018136908,"DOWN"
"ILMN_2142815",0.447045498808151,11.4782715078151,3.64356651395062,0.000374264126453152,0.0740724018136908,"UP"
"ILMN_1775243",0.529381605745025,10.134651218469,3.61606354353603,0.000413180113264953,0.0740724018136908,"UP"
"ILMN_1689675",-0.667125447386089,6.25878057666816,-3.5594133517452,0.000503628671741578,0.0788663129613783,"DOWN"
"ILMN_1655377",0.326965743586109,7.79934962119798,3.54942368991603,0.000520311696025357,0.0799414743534808,"UP"
"ILMN_1743911",-0.30375902194864,13.4801624149103,-3.47266555334432,0.000678876617714818,0.0863764421570588,"DOWN"
"ILMN_1781795",0.464963873967488,7.52326468550233,3.45796798503639,0.000714995866385139,0.0889923684672118,"UP"
"ILMN_1651496",-0.413332191648083,7.31225965234673,-3.45312554225262,0.000725950540605248,0.0889923684672118,"DOWN"
"ILMN_2207539",0.577567099792038,10.7937493827958,3.43190663452856,0.000783916689803974,0.0925135305083153,"UP"
"ILMN_1733675",-0.31537124606562,10.3053831333118,-3.42089898574987,0.000810337581368371,0.093985184899804,"DOWN"
"ILMN_1679267",-0.56681637430076,5.87587728098132,-3.41254239951049,0.000833675441832885,0.093985184899804,"DOWN"
"ILMN_2208903",0.521409115262164,10.9592230481095,3.4073202167484,0.000851531118124987,0.093985184899804,"UP"
"ILMN_1683447",0.528507713047469,9.40892334996047,3.40426979078318,0.000860658873027576,0.093985184899804,"UP"
"ILMN_1757742",-0.386174405377107,7.12597295840791,-3.39753385120271,0.000877179669947821,0.093985184899804,"DOWN"
"ILMN_2201533",0.544590920166268,8.24470282854094,3.36381820867233,0.000986349164363695,0.094958074297258,"UP"
"ILMN_1694742",0.36047247995254,12.1164110006094,3.36156360805266,0.000991211631495386,0.094958074297258,"UP"
"ILMN_2303170",-0.434169292292927,8.2958912924712,-3.35541150748985,0.00101282910322572,0.0954224024577129,"DOWN"
"ILMN_1755808",0.890124130991301,10.1539042978198,3.35462632317144,0.0010194951509052,0.0954224024577129,"UP"
"ILMN_1690392",0.308298475683923,9.22973837541497,3.33819598605396,0.00107086272755457,0.0990913089826917,"UP"
